2024-04-10T14:08:58.574Z;0;bus0;0;1671.11;67.11;bus_bus;23.718895;37.985962;12.1
2024-04-10T14:08:59.614Z;1;motorcycle0;0;391.94;55.94;motorcycle_motorcycle;23.71477;37.989822;2.3
2024-04-10T14:09:00.616Z;2;veh0;0;837.22;55.94;veh_passenger;23.722818;37.988873;5.1
2024-04-10T14:09:01.617Z;3;bus0;1;2041.08;71.08;bus_bus;23.718893;37.985966;12.76
2024-04-10T14:09:02.618Z;4;motorcycle0;1;1483.85;72.68;motorcycle_motorcycle;23.714735;37.989807;5.8
2024-04-10T14:09:03.618Z;5;veh0;1;1176.99;66.7;veh_passenger;23.722815;37.988853;7.35
2024-04-10T14:09:04.619Z;6;veh1;1;1857.5;73.93;veh_passenger;23.74991;37.975143;5.1
2024-04-10T14:09:05.620Z;7;bus0;2;2925.02;73.41;bus_bus;23.71889;37.98598;14.43
2024-04-10T14:09:06.621Z;8;motorcycle0;2;4147.55;81.55;motorcycle_motorcycle;23.71465;37.98977;14.32
2024-04-10T14:09:07.621Z;9;veh0;2;1669.93;68.72;veh_passenger;23.722805;37.98881;12.07
2024-04-10T14:09:08.622Z;10;veh1;2;1856.18;73.92;veh_passenger;23.749575;37.975094;35.18
2024-04-10T14:09:09.623Z;11;veh2;2;837.22;55.94;veh_passenger;23.737015;37.988895;5.1
2024-04-10T14:09:10.624Z;12;veh3;2;837.22;55.94;veh_passenger;23.730463;37.988544;5.1
2024-04-10T14:09:11.624Z;13;bus0;3;3538.93;73.48;bus_bus;23.718884;37.986004;17.03
2024-04-10T14:09:12.625Z;14;bus1;3;1671.11;67.11;bus_bus;23.737087;37.98294;2.49
2024-04-10T14:09:13.626Z;15;motorcycle0;3;7409.97;86.81;motorcycle_motorcycle;23.714508;37.989708;28.51
2024-04-10T14:09:14.630Z;16;veh0;3;1351.18;64.4;veh_passenger;23.722792;37.988754;18.13
2024-04-10T14:09:15.631Z;17;veh1;3;1407.52;73.59;veh_passenger;23.749239;37.97505;65.08
2024-04-10T14:09:16.632Z;18;veh2;3;1094.86;65.47;veh_passenger;23.737036;37.9889;7.09
2024-04-10T14:09:17.633Z;19;veh3;3;1165.92;66.54;veh_passenger;23.730457;37.988525;7.32
2024-04-10T14:09:18.634Z;20;veh4;3;729.51;64.15;veh_passenger;23.712246;37.971893;5.1
2024-04-10T14:09:19.635Z;21;veh5;3;1885.58;74.05;veh_passenger;23.7476;37.971554;5.1
2024-04-10T14:09:20.636Z;22;bus0;4;3542.52;72.37;bus_bus;23.718872;37.98603;20.32
2024-04-10T14:09:21.637Z;23;bus1;4;2019.98;70.94;bus_bus;23.737095;37.982944;0.37
2024-04-10T14:09:22.638Z;24;motorcycle0;4;0.0;62.4;motorcycle_motorcycle;23.714376;37.98965;41.78
2024-04-10T14:09:23.638Z;25;veh0;4;1552.7;65.47;veh_passenger;23.722776;37.98869;25.61
2024-04-10T14:09:24.639Z;26;veh1;4;0.0;72.35;veh_passenger;23.748915;37.975006;94.06
2024-04-10T14:09:25.640Z;27;veh2;4;1305.86;65.61;veh_passenger;23.73708;37.988907;10.93
2024-04-10T14:09:26.641Z;28;veh3;4;1686.26;68.89;veh_passenger;23.730448;37.988483;12.05
2024-04-10T14:09:27.642Z;29;veh4;4;522.59;63.59;veh_passenger;23.712109;37.97194;18.21
2024-04-10T14:09:28.643Z;30;veh5;4;0.0;72.19;veh_passenger;23.74764;37.971813;34.19
2024-04-10T14:09:29.644Z;31;veh6;4;837.22;55.94;veh_passenger;23.736444;37.98981;5.1
2024-04-10T14:09:30.645Z;32;veh7;4;679.93;62.22;veh_passenger;23.712246;37.971893;5.1
2024-04-10T14:09:31.646Z;33;bus0;5;4620.06;74.1;bus_bus;23.71885;37.986065;24.51
2024-04-10T14:09:32.646Z;34;bus1;5;2575.87;72.12;bus_bus;23.737108;37.98295;1.8
2024-04-10T14:09:33.647Z;35;bus2;5;1671.11;67.11;bus_bus;23.713364;37.977222;5.14
2024-04-10T14:09:34.647Z;36;motorcycle0;5;0.0;62.54;motorcycle_motorcycle;23.71425;37.989594;54.49
2024-04-10T14:09:35.648Z;37;veh0;5;683.81;60.08;veh_passenger;23.722761;37.988625;33.12
